Sentence,Label
"When you count backwards from zero, you go into negative numbers.Positive numbers are more than zero: 1, 2, 3, 4, 5, etc.Negative numbers are less than zero: -1, -2, -3, -4, -5, etc.A number line can be used to order negative and positive numbers.Zero, 0, is neither positive nor negative.",What are negative numbers?
Put the numbers in order.,What are negative numbers?
"Factors are numbers that divide exactly into another number.For example, the factors of 8 are:1, 2, 4, 8Factors can be shown in pairs.",What are multiples and factors?
"Each pair multiplies to make 8.The factor pairs of 8 can be shown:1 x 8 = 82 x 4 = 8 Multiples of 2Multiples are really just extended times tables.The multiples of 2 are all the numbers in the 2 times table, such as:2, 4, 6, 8, 10 and so onMultiples of 2 always end with a 2, 4, 6, 8 or 0.",What are multiples and factors?
"You can tell 2286, for example, is a multiple of 2 because it ends with a 6.",What are multiples and factors?
"Multiples of 5The multiples of 5 are all the numbers in the 5 times table, such as:5, 10, 15, 20, 25 and so onMultiples of 5 always end with a 5 or a 0.",What are multiples and factors?
"You can tell 465, for example, is a multiple of 5 because it ends with a 5.",What are multiples and factors?
Fill in the gaps.,What are multiples and factors?
Factors are numbers that divide exactly into a number.,Common factors
They are the multiplication “facts” of the number.A common factor is a factor that is shared by two or more numbers.,Common factors
The number 1 will be a common factor for every single number!,Common factors
Watch this video for an introduction to common factors with Mr McPartlin.,Common factors
Watch this video for a quick guide on how to find common factors using arrays.,Common factors
"To find common factors without using arrays, you can use a systematic approach (an ordered method).",Common factors
Bob the Baker has made a batch of 9 doughnuts and 15 custard tarts.,Common factors
He wants to divide them up and put them in boxes.,Common factors
One box is able to hold the same number of doughnuts as custard tarts.,Common factors
How many of each can one box hold?,Common factors
This question is asking you to find the common factor of 9 and 15.,Common factors
"Let’s find all the factors of 9 and 15 and see which factor they share!Factors of 9: 1, 3 and 9Factors of 15: 1, 3, 5 and 15 3 is the common factor.So Bob the Baker’s boxes can hold 3 donuts or custard tarts!",Common factors
"What are the common factors for 16 and 48?First, write down all the factors for both numbers.",Common factors
Start at the number 1 and work your way up to 12.,Common factors
Ask yourself whether that number is divisible into the other number.,Common factors
"Sometimes you will find numbers have factors greater than 12.Factors of 16: 1, 2, 4, 8 and 16 Factors of 48: 1, 2, 3, 4, 6, 8, 12 and 16 Now, see which factors both 16 and 48 have.Common factors of 16 and 48 are 1, 2, 4, 8 and 16.",Common factors
A prime factor is a factor which is also a prime number.,Common factors
"Remember, 1 is not a prime number.",Common factors
"Can you find all the common prime factors for 42 and 56?First, find all the factors for 42 and 56.Factors of 42: 1, 2, 3, 6, 7, 14 and 21.Factors of 56: 1, 2, 4, 7, 8, 14 and 28.",Common factors
"Now you can see all of the common factors: 1, 2, 7 and 14.But which of these numbers are prime numbers?",Common factors
"2 and 7, because they only have themselves and 1 as factors.",Common factors
"Prime numbers are special numbers, greater than 1, that have exactly two factors, themselves and 1.19 is a prime number.",What are prime numbers?
It can only be divided by 1 and 19.9 is not a prime number.,What are prime numbers?
"It can be divided by 3 as well as 1 and 9.The prime numbers below 20 are: 2, 3, 5, 7, 11, 13, 17, 19.Don't forget: the number 1 is not a prime number as it only has one factor.",What are prime numbers?
A square number is a number multiplied by itself.,What are square and cube numbers?
This can also be called 'a number squared'.,What are square and cube numbers?
"The symbol for squared is ².2² = 2 x 2 = 43² = 3 x 3 = 94² = 4 x 4 = 165² = 5 x 5 = 25The square numbers up to 100 are: 1, 4, 9, 16, 25, 36, 49, 64, 81, 100 A cube number is a number multiplied by itself twice.",What are square and cube numbers?
This can also be called 'a number cubed'.,What are square and cube numbers?
"The symbol for cubed is ³.2³ = 2 × 2 × 2 = 83³ = 3 × 3 × 3 = 274³ = 4 × 4 × 4 = 645³ = 5 × 5 × 5 =125The cube numbers up to 100 are: 1, 8, 27, 64",What are square and cube numbers?
"When writing down sums, separate the numbers into ones, tens, hundreds and thousands.",What is column addition?
"List the numbers in a column and always start adding with the ones first.Estimate first and check afterwards - it's a good idea to estimate a rough answer first and then check your actual answer.Order doesn't matter - remember that 345 + 129 is the same as 129 + 345.Key words - look out for these words in problems: total, sum, altogether, more.",What is column addition?
They all indicate an addition calculation.,What is column addition?
The basic method for adding numbers with 4 digits or more is to use column addition.Watch this video to remind yourself about how to use column addition to add up numbers with 3 digits.,Add numbers with 4 digits or more together
You can use the same technique for bigger numbers.,Add numbers with 4 digits or more together
"The column addition method involves writing one number from the sum underneath the other.Add the numbers, starting from the right.If the two numbers in a place value column add up to a number greater than 9, you must carry a digit.",Add numbers with 4 digits or more together
"Emily thinks that 27,342 + 22,812 = 49,154.",Add numbers with 4 digits or more together
Is she correct?Emily hasn’t shown her working out so use the column method to check her answer.,Add numbers with 4 digits or more together
"Emily answered 49,154 which is incorrect.",Add numbers with 4 digits or more together
She had forgotten to carry her thousand and ten thousand over to the correct place value!Always remember to check your work.,Add numbers with 4 digits or more together
Have you added on the carried values?,Add numbers with 4 digits or more together
ChecklistSet the numbers you are adding in columns according to place value.It doesn't matter which number in the sum goes first.,Add numbers with 4 digits or more together
"For example, 23,345 + 11,129 is the same as 11,129 + 23,345.Estimate a rough answer before you start adding.Start from the right, adding the ones column first.Key words - look out for these words in problems: total, sum, altogether, more.",Add numbers with 4 digits or more together
They all indicate an addition calculation.,Add numbers with 4 digits or more together
When we add or subtract 10 from a number only the number in the tens column changes.,10 more and 10 less
Here is a pile of 10 books.,10 more and 10 less
How many books would there be if we added 10 more books?,10 more and 10 less
There would be 20 books.,10 more and 10 less
10 + 10 = 20 There are 70 pencils in the classroom.,10 more and 10 less
How many pencils are left if 10 pencils are being used?,10 more and 10 less
There are 60 pencils left.,10 more and 10 less
70 - 10 = 60 On Monday 4 children came to school on scooters.,10 more and 10 less
On Tuesday 10 more children came to school on scooters.,10 more and 10 less
How many children rode a scooter to school on Tuesday?,10 more and 10 less
4 + 10 = 1410 more than 4 is 14.,10 more and 10 less
14 children rode a scooter to school on Tuesday.,10 more and 10 less
Numbers can be subtracted using the column method.,Subtract up to 4-digit numbers
Watch this video to learn about subtracting 4-digit numbers using the column method.,Subtract up to 4-digit numbers
Let's have a look at using this method to subtract one 3-digit number from another.,Subtract up to 4-digit numbers
"What is 343 - 237?When using a place value column to subtract two large numbers, sometimes the second number will be larger than the first.",Subtract up to 4-digit numbers
This means it cannot be directly subtracted.,Subtract up to 4-digit numbers
"You need to exchange a digit from the next column.This example shows how it works: If you can subtract two three-digit numbers from each other, then you can use the same method to subtract two four-digit numbers!",Subtract up to 4-digit numbers
You use the exact same method no matter how many digits are in the numbers.,Subtract up to 4-digit numbers
Take a look at this example: Use the column method to help subtract large numbers.,Subtract up to 4-digit numbers
"Separate the numbers into their place value of ones, tens, hundreds and thousands.",Subtract up to 4-digit numbers
"Start on the right with the ones column first.Estimate your answer first and then always check your actual answer.Subtraction is the opposite to addition, so subtraction can be checked by adding.",Subtract up to 4-digit numbers
"For example, check that 182 - 37 = 145 by doing the sum 145 + 37 = 182Look out for these words in problems: take away, difference, less than, minus, decrease, fewer than, reduce.",Subtract up to 4-digit numbers
